invoice_id,client_name,amount,issue_date,due_date,paid_date,days_to_pay,historical_client_delay,avg_client_amount,relative_amount,days_until_due,is_weekend
403,Nguyen Group,46862.13,2025-10-29,2025-12-28,2025-12-26,58,35.81132075471698,24230.044716981134,1.934050495877031,60,0
404,Golden Group,30337.76,2025-09-06,2025-09-21,2025-10-28,52,34.95454545454545,26376.188181818183,1.1501950088797377,15,1
405,"Bullock, Spears and Dawson",27393.37,2025-09-06,2025-10-21,2025-10-11,35,38.38297872340426,21028.421063829785,1.3026831599410158,45,1
406,Mcknight PLC,14005.44,2025-05-17,2025-06-16,2025-06-09,23,49.5625,21329.647708333334,0.6566184398126829,30,1
407,Evans Ltd,32590.12,2025-12-28,2026-02-11,2026-03-13,75,44.63265306122449,25183.376734693877,1.2941123957813896,45,0
408,"Morgan, Schultz and Weaver",28605.17,2026-03-14,2026-03-29,2026-03-25,11,54.25,27012.770625,1.0589498721588466,15,1
409,Horton LLC,44903.62,2025-08-31,2025-09-30,2025-11-10,71,62.05128205128205,25709.866923076923,1.7465520196720643,30,0
410,Smith-Kim,5221.56,2025-08-27,2025-10-11,2025-11-23,88,35.90909090909091,27937.150909090906,0.186903811952452,45,0
411,Duarte Group,838.09,2025-11-28,2026-01-27,2026-02-12,76,52.048780487804876,21627.400487804876,0.0387513053393808,60,1
412,Ruiz LLC,47724.72,2025-09-07,2025-10-07,2025-10-03,26,36.333333333333336,26597.913787878788,1.7943031314639846,30,0
413,Golden Group,34792.05,2026-05-09,2026-05-24,2026-05-19,10,34.95454545454545,26376.188181818183,1.3190704342935762,15,1
414,Nguyen Group,20568.12,2026-04-24,2026-05-09,2026-05-07,13,35.81132075471698,24230.044716981134,0.8488684292681165,15,1
415,Nichols Inc,45848.45,2026-02-07,2026-03-24,2026-03-14,35,40.24444444444445,26010.245777777774,1.7627072958753538,45,1
416,Golden Group,47889.35,2026-04-14,2026-05-29,2026-05-26,42,34.95454545454545,26376.188181818183,1.8156281593794292,45,0
417,Mcknight PLC,18994.43,2026-01-15,2026-02-14,2026-03-25,69,49.5625,21329.647708333334,0.8905177553672872,30,0
418,"Baxter, Villa and Edwards",41367.37,2025-07-23,2025-09-21,2025-09-11,50,51.32786885245902,27042.85131147541,1.5296970546314435,60,0
419,"Perez, Schmidt and Hatfield",35336.42,2025-07-11,2025-07-26,2025-07-18,7,42.48979591836735,27635.63102040816,1.2786543565408373,15,1
420,Bailey LLC,45192.96,2025-12-02,2025-12-17,2026-01-22,51,42.25,25788.127794117645,1.752471538872576,15,0
421,Horton LLC,22371.11,2025-06-22,2025-07-22,2025-08-25,64,62.05128205128205,25709.866923076923,0.870137137112908,30,0
422,Horton LLC,22551.39,2026-01-02,2026-03-03,2026-04-05,93,62.05128205128205,25709.866923076923,0.8771492309731909,60,1
423,Nguyen Group,23111.52,2026-04-03,2026-06-02,2026-05-27,54,35.81132075471698,24230.044716981134,0.9538372821822636,60,1
424,Nguyen Group,36302.36,2026-02-26,2026-04-27,2026-04-23,56,35.81132075471698,24230.044716981134,1.4982374330724297,60,0
425,Ruiz LLC,29126.41,2026-01-23,2026-03-09,2026-03-06,42,36.333333333333336,26597.913787878788,1.0950637043298297,45,1
426,Nguyen Group,27287.59,2025-06-22,2025-08-21,2025-08-20,59,35.81132075471698,24230.044716981134,1.1261881816039756,60,0
427,Nguyen Group,2070.88,2026-04-19,2026-05-04,2026-04-27,8,35.81132075471698,24230.044716981134,0.08546744441411064,15,0
428,Smith-Kim,48927.5,2026-03-29,2026-04-28,2026-04-18,20,35.90909090909091,27937.150909090906,1.7513417942728984,30,0
429,Smith-Kim,22702.59,2025-05-15,2025-06-29,2025-06-23,39,35.90909090909091,27937.150909090906,0.8126308253076892,45,0
430,Ruiz LLC,43790.41,2026-01-05,2026-03-06,2026-04-18,103,36.333333333333336,26597.913787878788,1.6463851394223328,60,0
431,Duarte Group,19956.4,2026-01-24,2026-03-10,2026-04-14,80,52.048780487804876,21627.400487804876,0.9227368777515769,45,1
432,Duarte Group,48935.29,2026-02-08,2026-03-10,2026-03-10,30,52.048780487804876,21627.400487804876,2.262652417593752,30,0
433,Holmes Inc,12751.85,2026-02-05,2026-04-06,2026-04-21,75,53.84615384615385,23375.006153846156,0.5455335462190581,60,0
434,Guerrero Ltd,2094.76,2025-09-13,2025-10-13,2025-10-21,38,46.75,27143.911346153844,0.07717237111801933,30,1
435,Smith-Kim,5494.39,2025-10-29,2025-11-13,2025-11-18,20,35.90909090909091,27937.150909090906,0.19666966105022882,15,0
436,Nguyen Group,12614.34,2026-02-18,2026-04-19,2026-04-19,60,35.81132075471698,24230.044716981134,0.5206073759805939,60,0
437,Nguyen Group,11254.83,2026-03-09,2026-05-08,2026-04-30,52,35.81132075471698,24230.044716981134,0.46449893640156104,60,0
438,Nguyen Group,12091.0,2025-06-15,2025-07-15,2025-07-11,26,35.81132075471698,24230.044716981134,0.49900857143388877,30,0
439,"Hamilton, Young and Jackson",41009.93,2025-09-02,2025-10-17,2025-11-30,89,50.07017543859649,22890.37894736842,1.7915793396996027,45,0
440,"Perez, Schmidt and Hatfield",26301.93,2025-11-06,2025-12-21,2025-12-11,35,42.48979591836735,27635.63102040816,0.9517398021625322,45,0
441,Smith-Kim,47451.75,2026-02-14,2026-03-31,2026-03-23,37,35.90909090909091,27937.150909090906,1.6985178679963007,45,1
442,"Morgan, Schultz and Weaver",48628.37,2026-04-19,2026-06-18,2026-06-22,64,54.25,27012.770625,1.8001992714880946,60,0
443,Ruiz LLC,7886.27,2026-02-26,2026-04-12,2026-04-06,39,36.333333333333336,26597.913787878788,0.2964995699622853,45,0
444,Ruiz LLC,12427.93,2025-09-16,2025-10-16,2025-10-09,23,36.333333333333336,26597.913787878788,0.46725205965829025,30,0
445,"Perez, Schmidt and Hatfield",40385.92,2025-08-15,2025-09-29,2025-09-27,43,42.48979591836735,27635.63102040816,1.4613713712625596,45,1
446,Nguyen Group,26734.59,2025-08-22,2025-10-21,2025-10-13,52,35.81132075471698,24230.044716981134,1.1033652769639177,60,1
447,Ruiz LLC,32511.94,2026-01-20,2026-02-19,2026-02-14,25,36.333333333333336,26597.913787878788,1.2223492511212046,30,0
448,Holmes Inc,3051.06,2025-05-30,2025-07-14,2025-07-27,58,53.84615384615385,23375.006153846156,0.13052659665280877,45,1
449,Ruiz LLC,40330.21,2025-07-14,2025-07-29,2025-07-26,12,36.333333333333336,26597.913787878788,1.5162922295950632,15,0
450,"Hamilton, Young and Jackson",15507.81,2025-09-21,2025-10-21,2025-11-12,52,50.07017543859649,22890.37894736842,0.6774815758033943,30,0
451,"Miller, Whitehead and Lindsey",37470.52,2025-10-20,2025-11-19,2025-11-18,29,46.84615384615385,26290.750512820512,1.4252358441318647,30,0
452,Mcknight PLC,20133.29,2026-01-23,2026-02-22,2026-02-19,27,49.5625,21329.647708333334,0.9439110422875889,30,1
453,"Perez, Schmidt and Hatfield",23579.4,2025-12-20,2026-02-03,2026-01-28,39,42.48979591836735,27635.63102040816,0.8532245919258098,45,1
454,Guerrero Ltd,44199.19,2026-04-25,2026-06-09,2026-07-12,78,46.75,27143.911346153844,1.628327967784304,45,1
455,Holmes Inc,38200.63,2026-03-30,2026-04-14,2026-04-07,8,53.84615384615385,23375.006153846156,1.6342511205591452,15,0
456,"Bullock, Spears and Dawson",2762.91,2026-05-04,2026-06-03,2026-05-28,24,38.38297872340426,21028.421063829785,0.1313893226511609,30,0
457,"Perez, Schmidt and Hatfield",46770.53,2025-09-03,2025-10-03,2025-11-08,66,42.48979591836735,27635.63102040816,1.6923995679874737,30,0
458,"Hamilton, Young and Jackson",16828.33,2025-06-20,2025-08-19,2025-09-01,73,50.07017543859649,22890.37894736842,0.7351704416380866,60,1
459,Ruiz LLC,47201.49,2025-07-04,2025-08-03,2025-07-24,20,36.333333333333336,26597.913787878788,1.77463128786855,30,1
460,"Bullock, Spears and Dawson",48342.16,2025-12-02,2026-01-16,2026-01-09,38,38.38297872340426,21028.421063829785,2.298896329556173,45,0
461,Mcknight PLC,8878.65,2026-03-26,2026-05-25,2026-06-17,83,49.5625,21329.647708333334,0.41625863311990746,60,0
462,"Baxter, Villa and Edwards",49521.02,2026-03-30,2026-05-29,2026-07-03,95,51.32786885245902,27042.85131147541,1.8312055718394666,60,0
463,Nguyen Group,47286.81,2026-02-10,2026-02-25,2026-02-24,14,35.81132075471698,24230.044716981134,1.9515774961347883,15,0
464,Nguyen Group,11955.95,2025-11-30,2025-12-15,2025-12-05,5,35.81132075471698,24230.044716981134,0.4934349127148295,15,0
465,Duarte Group,18973.43,2025-07-26,2025-08-10,2025-09-09,45,52.048780487804876,21627.400487804876,0.8772866628469113,15,1
466,"Guzman, Duarte and Taylor",827.31,2025-09-17,2025-11-16,2025-11-16,60,30.49019607843137,24701.661764705877,0.03349207870630281,60,0
467,"Baxter, Villa and Edwards",36248.54,2025-11-23,2026-01-22,2026-02-25,94,51.32786885245902,27042.85131147541,1.3404111712368967,60,0
468,"Baxter, Villa and Edwards",33864.63,2025-06-20,2025-08-04,2025-09-18,90,51.32786885245902,27042.85131147541,1.2522581147214245,45,1
469,"Morgan, Schultz and Weaver",7870.43,2025-10-18,2025-11-02,2025-10-25,7,54.25,27012.770625,0.2913595983640423,15,1
470,Horton LLC,39849.35,2025-12-14,2026-01-28,2026-01-24,41,62.05128205128205,25709.866923076923,1.5499632930511833,45,0
471,Bailey LLC,28467.61,2025-08-05,2025-09-19,2025-09-12,38,42.25,25788.127794117645,1.1039037120986175,45,0
472,"Perez, Schmidt and Hatfield",32859.92,2025-07-03,2025-08-17,2025-08-16,44,42.48979591836735,27635.63102040816,1.189041783621074,45,0
473,Nguyen Group,27858.72,2025-10-20,2025-11-04,2025-10-29,9,35.81132075471698,24230.044716981134,1.1497593308391951,15,0
474,Nguyen Group,25242.99,2025-09-05,2025-09-20,2025-09-19,14,35.81132075471698,24230.044716981134,1.0418053410487091,15,1
475,Smith-Kim,44792.17,2026-03-20,2026-05-04,2026-05-03,44,35.90909090909091,27937.150909090906,1.6033191840412178,45,1
476,Nguyen Group,24037.26,2025-12-14,2026-01-13,2026-01-04,21,35.81132075471698,24230.044716981134,0.992043567429076,30,0
477,Nguyen Group,45015.93,2026-03-04,2026-03-19,2026-03-15,11,35.81132075471698,24230.044716981134,1.8578558366609823,15,0
478,"Hamilton, Young and Jackson",1275.08,2026-03-05,2026-03-20,2026-04-10,36,50.07017543859649,22890.37894736842,0.05570375234642364,15,0
479,Horton LLC,46479.31,2025-09-12,2025-10-12,2025-11-07,56,62.05128205128205,25709.866923076923,1.8078393847414522,30,1
480,Golden Group,41815.2,2025-11-29,2025-12-29,2025-12-20,21,34.95454545454545,26376.188181818183,1.5853390077351792,30,1
481,Ruiz LLC,39629.66,2026-02-10,2026-03-27,2026-03-25,43,36.333333333333336,26597.913787878788,1.4899536977242196,45,0
482,Bailey LLC,11991.13,2025-10-19,2025-12-03,2025-12-31,73,42.25,25788.127794117645,0.4649864501887266,45,0
483,Bailey LLC,47765.49,2026-02-06,2026-03-23,2026-03-14,36,42.25,25788.127794117645,1.8522279081808901,45,1
484,Ruiz LLC,39285.63,2025-12-22,2026-02-05,2026-02-23,63,36.333333333333336,26597.913787878788,1.4770192246394624,45,0
485,Holmes Inc,47086.57,2026-03-19,2026-05-18,2026-06-23,96,53.84615384615385,23375.006153846156,2.014398186254694,60,0
486,Smith-Kim,19313.6,2026-04-23,2026-05-23,2026-05-13,20,35.90909090909091,27937.150909090906,0.6913231797633038,30,0
487,"Guzman, Duarte and Taylor",4560.88,2025-11-25,2026-01-09,2026-01-08,44,30.49019607843137,24701.661764705877,0.18463859004484698,45,0
488,Duarte Group,8136.71,2026-02-26,2026-04-27,2026-04-17,50,52.048780487804876,21627.400487804876,0.37622228360676435,60,0
489,Ruiz LLC,757.16,2025-10-30,2025-12-14,2025-12-13,44,36.333333333333336,26597.913787878788,0.028466894284959042,45,0
490,Golden Group,5560.45,2026-03-13,2026-05-12,2026-05-08,56,34.95454545454545,26376.188181818183,0.21081325177354351,60,1
491,Bailey LLC,27959.63,2026-02-13,2026-03-15,2026-03-07,22,42.25,25788.127794117645,1.0842055004232483,30,1
492,Smith-Kim,27933.88,2025-06-11,2025-06-26,2025-07-19,38,35.90909090909091,27937.150909090906,0.9998829190169911,15,0
493,"Guzman, Duarte and Taylor",14946.44,2025-09-11,2025-10-26,2025-10-26,45,30.49019607843137,24701.661764705877,0.6050783199272735,45,0
494,Ruiz LLC,45307.77,2026-03-19,2026-04-03,2026-03-26,7,36.333333333333336,26597.913787878788,1.7034332226705566,15,0
495,"Perez, Schmidt and Hatfield",7372.58,2026-02-23,2026-03-25,2026-03-23,28,42.48979591836735,27635.63102040816,0.26677805889634115,30,0
496,Golden Group,8776.77,2025-07-09,2025-08-23,2025-08-22,44,34.95454545454545,26376.188181818183,0.33275354040922656,45,0
497,Austin-Burns,18375.68,2025-10-12,2025-12-11,2025-12-16,65,46.93617021276596,25027.96574468085,0.7342058954154256,60,0
498,"Perez, Schmidt and Hatfield",23164.15,2025-05-23,2025-07-22,2025-07-19,57,42.48979591836735,27635.63102040816,0.8381987001814399,60,1
499,Duarte Group,16944.75,2025-08-03,2025-09-17,2025-10-13,71,52.048780487804876,21627.400487804876,0.7834852833818239,45,0
500,"Guzman, Duarte and Taylor",22291.03,2026-01-28,2026-03-29,2026-03-24,55,30.49019607843137,24701.661764705877,0.9024101379223713,60,0
501,Smith-Kim,47390.31,2026-01-05,2026-02-04,2026-01-26,21,35.90909090909091,27937.150909090906,1.6963186458852153,30,0
502,Horton LLC,48451.9,2025-11-10,2026-01-09,2026-02-04,86,62.05128205128205,25709.866923076923,1.8845644026461317,60,0
503,Golden Group,16631.37,2025-09-07,2025-11-06,2025-11-03,57,34.95454545454545,26376.188181818183,0.6305448643812926,60,0
504,Austin-Burns,10390.1,2026-02-28,2026-04-29,2026-06-05,97,46.93617021276596,25027.96574468085,0.41513961246363745,60,1
505,"Baxter, Villa and Edwards",1832.35,2025-11-13,2025-12-13,2025-12-05,22,51.32786885245902,27042.85131147541,0.0677572782135757,30,0
506,Holmes Inc,41648.45,2025-11-14,2025-12-14,2026-01-02,49,53.84615384615385,23375.006153846156,1.7817514025829295,30,1
507,Bailey LLC,31850.13,2026-02-11,2026-04-12,2026-04-10,58,42.25,25788.127794117645,1.2350694960983215,60,0
508,"Perez, Schmidt and Hatfield",39559.3,2026-02-21,2026-04-07,2026-04-01,39,42.48979591836735,27635.63102040816,1.4314599862325033,45,1
509,Bailey LLC,29321.08,2025-11-23,2026-01-22,2026-01-15,53,42.25,25788.127794117645,1.1369991739643943,60,0
510,"Baxter, Villa and Edwards",35230.9,2025-07-12,2025-09-10,2025-10-04,84,51.32786885245902,27042.85131147541,1.302780523925377,60,1
511,"Baxter, Villa and Edwards",33051.28,2026-03-12,2026-03-27,2026-04-12,31,51.32786885245902,27042.85131147541,1.2221817743743228,15,0
512,Guerrero Ltd,28379.4,2026-03-09,2026-04-08,2026-04-08,30,46.75,27143.911346153844,1.0455162352282448,30,0
513,Ruiz LLC,5744.26,2026-03-15,2026-04-29,2026-04-23,39,36.333333333333336,26597.913787878788,0.21596656210750548,45,0
514,Evans Ltd,28120.67,2025-08-22,2025-10-06,2025-11-09,79,44.63265306122449,25183.376734693877,1.1166361960213047,45,1
515,"Hamilton, Young and Jackson",23421.63,2025-07-15,2025-08-14,2025-09-09,56,50.07017543859649,22890.37894736842,1.0232084865808941,30,0
516,"Hamilton, Young and Jackson",24397.17,2025-09-12,2025-10-12,2025-10-14,32,50.07017543859649,22890.37894736842,1.06582639178216,30,1
517,Golden Group,6245.43,2025-06-23,2025-08-22,2025-08-21,59,34.95454545454545,26376.188181818183,0.23678288754040447,60,0
518,Duarte Group,39321.36,2025-05-23,2025-07-07,2025-08-06,75,52.048780487804876,21627.400487804876,1.818126964550006,45,1
519,Nichols Inc,22189.21,2026-01-26,2026-03-27,2026-03-26,59,40.24444444444445,26010.245777777774,0.8530949760942923,60,0
520,Holmes Inc,40604.2,2025-07-14,2025-08-28,2025-08-31,48,53.84615384615385,23375.006153846156,1.7370776175525808,45,0
521,Evans Ltd,5913.45,2026-01-26,2026-02-10,2026-01-31,5,44.63265306122449,25183.376734693877,0.23481561119853064,15,0
522,"Morgan, Schultz and Weaver",8426.72,2025-07-11,2025-08-10,2025-09-15,66,54.25,27012.770625,0.3119531912139797,30,1
523,"Baxter, Villa and Edwards",39988.91,2025-06-23,2025-08-22,2025-08-19,57,51.32786885245902,27042.85131147541,1.4787238793503643,60,0
524,"Morgan, Schultz and Weaver",20081.33,2025-07-13,2025-08-12,2025-09-09,58,54.25,27012.770625,0.7434013444520559,30,0
525,"Guzman, Duarte and Taylor",19747.37,2025-05-09,2025-06-08,2025-06-02,24,30.49019607843137,24701.661764705877,0.799434879649083,30,1
526,Horton LLC,29078.72,2026-03-22,2026-04-21,2026-04-26,35,62.05128205128205,25709.866923076923,1.1310334700293305,30,0
527,"Baxter, Villa and Edwards",23148.75,2025-11-20,2025-12-20,2026-01-02,43,51.32786885245902,27042.85131147541,0.8560025617630423,30,0
528,Austin-Burns,16013.5,2025-12-30,2026-02-28,2026-02-18,50,46.93617021276596,25027.96574468085,0.6398242735090575,60,0
529,Ruiz LLC,17923.25,2026-01-06,2026-03-07,2026-03-02,55,36.333333333333336,26597.913787878788,0.6738592411021345,60,0
530,Holmes Inc,45974.79,2026-04-05,2026-05-05,2026-05-01,26,53.84615384615385,23375.006153846156,1.9668354180276972,30,0
531,"Hamilton, Young and Jackson",6334.15,2025-06-14,2025-06-29,2025-07-20,36,50.07017543859649,22890.37894736842,0.2767166945800258,15,1
532,Golden Group,25785.83,2025-11-22,2025-12-07,2025-12-05,13,34.95454545454545,26376.188181818183,0.977617759710058,15,1
533,Smith-Kim,9694.81,2026-01-20,2026-02-19,2026-02-13,24,35.90909090909091,27937.150909090906,0.34702214379510166,30,0
534,"Baxter, Villa and Edwards",14797.32,2025-12-22,2026-01-21,2026-02-22,62,51.32786885245902,27042.85131147541,0.5471804666440954,30,0
535,"Morgan, Schultz and Weaver",3153.76,2026-01-16,2026-03-02,2026-02-21,36,54.25,27012.770625,0.1167507044642519,45,1
536,Guerrero Ltd,40853.19,2025-07-14,2025-07-29,2025-08-11,28,46.75,27143.911346153844,1.5050590712229355,15,0
537,"Baxter, Villa and Edwards",21073.71,2026-04-04,2026-06-03,2026-07-05,92,51.32786885245902,27042.85131147541,0.7792710079745749,60,1
538,Holmes Inc,2027.6,2025-06-14,2025-08-13,2025-09-19,97,53.84615384615385,23375.006153846156,0.08674222315301405,60,1
539,"Perez, Schmidt and Hatfield",27111.63,2026-02-17,2026-04-03,2026-04-18,60,42.48979591836735,27635.63102040816,0.9810389341201872,45,0
540,"Morgan, Schultz and Weaver",27711.45,2025-12-28,2026-02-26,2026-03-30,92,54.25,27012.770625,1.025864780207084,60,0
541,Evans Ltd,41252.5,2025-06-17,2025-07-02,2025-08-06,50,44.63265306122449,25183.376734693877,1.6380845362634986,15,0
542,Guerrero Ltd,27544.49,2025-09-19,2025-10-04,2025-09-27,8,46.75,27143.911346153844,1.0147575877602075,15,1
543,Smith-Kim,37691.6,2025-09-18,2025-10-03,2025-09-23,5,35.90909090909091,27937.150909090906,1.349156903030328,15,0
544,Golden Group,43178.88,2025-11-27,2025-12-12,2025-12-07,10,34.95454545454545,26376.188181818183,1.6370401857295045,15,0
545,Bailey LLC,38893.77,2026-04-20,2026-06-19,2026-06-18,59,42.25,25788.127794117645,1.5082044850449279,60,0
546,"Perez, Schmidt and Hatfield",34612.11,2025-10-09,2025-11-08,2025-10-30,21,42.48979591836735,27635.63102040816,1.2524450762293033,30,0
547,"Guzman, Duarte and Taylor",39350.04,2026-02-07,2026-04-08,2026-04-06,58,30.49019607843137,24701.661764705877,1.5930118538107407,60,1
548,Horton LLC,14413.71,2026-01-23,2026-02-07,2026-03-14,50,62.05128205128205,25709.866923076923,0.5606295062952036,15,1
549,"Baxter, Villa and Edwards",14822.0,2025-05-17,2025-06-16,2025-07-05,49,51.32786885245902,27042.85131147541,0.5480930923031184,30,1
550,Austin-Burns,45979.05,2025-11-13,2025-11-28,2025-12-25,42,46.93617021276596,25027.96574468085,1.8371069574350785,15,0
551,Austin-Burns,12859.02,2026-05-01,2026-05-31,2026-05-29,28,46.93617021276596,25027.96574468085,0.5137860636049858,30,1
552,"Bullock, Spears and Dawson",19938.69,2025-10-29,2025-11-28,2025-11-18,20,38.38297872340426,21028.421063829785,0.9481781794019623,30,0
553,Duarte Group,22873.59,2025-07-21,2025-09-04,2025-09-29,70,52.048780487804876,21627.400487804876,1.0576208644630138,45,0
554,Bailey LLC,34887.83,2025-06-19,2025-08-18,2025-08-14,56,42.25,25788.127794117645,1.3528640108553374,60,0
555,Guerrero Ltd,29306.8,2025-05-15,2025-07-14,2025-07-09,55,46.75,27143.911346153844,1.0796822766720622,60,0
556,Bailey LLC,42580.26,2026-02-08,2026-04-09,2026-04-04,55,42.25,25788.127794117645,1.6511574760271157,60,0
557,"Baxter, Villa and Edwards",41329.96,2025-07-08,2025-09-06,2025-10-04,88,51.32786885245902,27042.85131147541,1.5283136945867086,60,0
558,Mcknight PLC,17218.88,2025-08-06,2025-09-20,2025-10-09,64,49.5625,21329.647708333334,0.807274467701251,45,0
559,"Hamilton, Young and Jackson",39521.03,2025-06-01,2025-07-01,2025-08-02,62,50.07017543859649,22890.37894736842,1.7265345449662604,30,0
560,Nguyen Group,1305.93,2025-08-17,2025-09-01,2025-10-01,45,35.81132075471698,24230.044716981134,0.05389713536454044,15,0
561,"Morgan, Schultz and Weaver",10514.75,2025-12-09,2026-02-07,2026-03-07,88,54.25,27012.770625,0.38925107483305404,60,0
562,Duarte Group,5120.33,2025-06-17,2025-08-01,2025-08-19,63,52.048780487804876,21627.400487804876,0.23675198519060206,45,0
563,Guerrero Ltd,45238.11,2026-04-01,2026-05-16,2026-06-28,88,46.75,27143.911346153844,1.6666024812378417,45,0
564,"Morgan, Schultz and Weaver",36436.42,2025-08-31,2025-09-15,2025-10-05,35,54.25,27012.770625,1.3488590454426959,15,0
565,"Perez, Schmidt and Hatfield",553.77,2025-05-11,2025-07-10,2025-07-09,59,42.48979591836735,27635.63102040816,0.02003826146003527,60,0
566,Mcknight PLC,26212.49,2025-08-29,2025-09-13,2025-09-28,30,49.5625,21329.647708333334,1.2289227819622628,15,1
567,Holmes Inc,40946.9,2026-01-15,2026-01-30,2026-02-21,37,53.84615384615385,23375.006153846156,1.751738576259692,15,0
568,Smith-Kim,19461.96,2026-05-03,2026-06-02,2026-05-30,27,35.90909090909091,27937.150909090906,0.6966336711760743,30,0
569,Evans Ltd,7287.9,2025-05-28,2025-06-12,2025-06-08,11,44.63265306122449,25183.376734693877,0.2893932802093146,15,0
570,Duarte Group,919.5,2025-06-13,2025-07-13,2025-08-19,67,52.048780487804876,21627.400487804876,0.04251551177028797,30,1
571,"Morgan, Schultz and Weaver",31589.96,2026-01-05,2026-03-06,2026-03-20,74,54.25,27012.770625,1.1694453870927206,60,0
572,Duarte Group,43068.14,2026-02-11,2026-04-12,2026-05-11,89,52.048780487804876,21627.400487804876,1.9913692366442741,60,0
573,Bailey LLC,29683.91,2025-06-23,2025-07-08,2025-07-16,23,42.25,25788.127794117645,1.1510688265927935,15,0
574,Ruiz LLC,39658.29,2025-10-31,2025-12-15,2025-12-10,40,36.333333333333336,26597.913787878788,1.4910300979347144,45,1
575,"Perez, Schmidt and Hatfield",27893.13,2025-09-15,2025-10-30,2025-10-27,42,42.48979591836735,27635.63102040816,1.009317644290506,45,0
576,"Guzman, Duarte and Taylor",42470.66,2025-10-31,2025-12-15,2025-12-15,45,30.49019607843137,24701.661764705877,1.7193442451180654,45,1
577,Golden Group,9838.0,2025-07-03,2025-08-02,2025-07-25,22,34.95454545454545,26376.188181818183,0.3729879363986946,30,0
578,Ruiz LLC,24996.94,2026-03-07,2026-04-21,2026-04-18,42,36.333333333333336,26597.913787878788,0.9398082947163929,45,1
579,Evans Ltd,4015.09,2025-09-20,2025-10-20,2025-10-11,21,44.63265306122449,25183.376734693877,0.1594341395238158,30,1
580,"Miller, Whitehead and Lindsey",19648.49,2025-09-22,2025-11-06,2025-11-04,43,46.84615384615385,26290.750512820512,0.7473537124936218,45,0
581,"Hamilton, Young and Jackson",9052.13,2025-11-13,2026-01-12,2026-02-25,104,50.07017543859649,22890.37894736842,0.3954556637447312,60,0
582,Mcknight PLC,1182.77,2026-01-24,2026-02-08,2026-02-13,20,49.5625,21329.647708333334,0.05545192382797305,15,1
583,Horton LLC,25577.22,2026-01-18,2026-02-02,2026-01-27,9,62.05128205128205,25709.866923076923,0.9948406219497831,15,0
584,Nichols Inc,4580.18,2025-06-03,2025-08-02,2025-07-27,54,40.24444444444445,26010.245777777774,0.17609137718772125,60,0
585,"Baxter, Villa and Edwards",4411.57,2026-03-23,2026-04-22,2026-05-12,50,51.32786885245902,27042.85131147541,0.16313257611737067,30,0
586,Horton LLC,29528.64,2026-04-11,2026-05-11,2026-06-06,56,62.05128205128205,25709.866923076923,1.1485333661332717,30,1
587,Bailey LLC,3366.34,2025-12-23,2026-02-06,2026-02-03,42,42.25,25788.127794117645,0.1305383635010477,45,0
588,Bailey LLC,30637.2,2025-06-09,2025-08-08,2025-09-17,100,42.25,25788.127794117645,1.1880350618934208,60,0
589,Golden Group,35224.23,2025-09-14,2025-10-14,2025-10-23,39,34.95454545454545,26376.188181818183,1.3354556677102043,30,0
590,"Morgan, Schultz and Weaver",26102.53,2025-08-04,2025-10-03,2025-09-25,52,54.25,27012.770625,0.9663033223197925,60,0
591,Austin-Burns,36780.32,2025-10-30,2025-11-29,2025-12-17,48,46.93617021276596,25027.96574468085,1.4695688964580296,30,0
592,Evans Ltd,13963.04,2025-05-12,2025-05-27,2025-05-21,9,44.63265306122449,25183.376734693877,0.554454636766952,15,0
593,Bailey LLC,31562.88,2026-04-18,2026-06-02,2026-05-24,36,42.25,25788.127794117645,1.2239306494828057,45,1
594,Mcknight PLC,25230.7,2026-03-25,2026-05-24,2026-05-28,64,49.5625,21329.647708333334,1.1828934235112827,60,0
595,"Hamilton, Young and Jackson",38779.78,2025-07-03,2025-08-02,2025-08-19,47,50.07017543859649,22890.37894736842,1.694151944324115,30,0
596,"Hamilton, Young and Jackson",627.14,2025-07-14,2025-07-29,2025-08-31,48,50.07017543859649,22890.37894736842,0.027397536818502467,15,0
597,"Miller, Whitehead and Lindsey",19457.48,2026-01-14,2026-02-13,2026-03-09,54,46.84615384615385,26290.750512820512,0.7400884197091173,30,0
598,Duarte Group,27866.81,2025-10-18,2025-11-17,2025-11-17,30,52.048780487804876,21627.400487804876,1.2884955829857299,30,1
599,Smith-Kim,45834.81,2025-09-08,2025-10-08,2025-10-02,24,35.90909090909091,27937.150909090906,1.640640097809154,30,0
600,"Bullock, Spears and Dawson",18954.0,2026-01-15,2026-03-01,2026-02-20,36,38.38297872340426,21028.421063829785,0.9013515538074364,45,0
601,Nichols Inc,49079.99,2025-07-08,2025-07-23,2025-08-26,49,40.24444444444445,26010.245777777774,1.886948336410269,15,0
602,Ruiz LLC,38789.61,2025-12-12,2025-12-27,2025-12-23,11,36.333333333333336,26597.913787878788,1.4583703936087355,15,1
603,Golden Group,894.47,2025-10-08,2025-11-22,2025-12-22,75,34.95454545454545,26376.188181818183,0.03391202678090469,45,0
604,Horton LLC,37109.01,2026-04-15,2026-05-30,2026-06-19,65,62.05128205128205,25709.866923076923,1.4433761991467688,45,0
605,"Perez, Schmidt and Hatfield",49890.46,2026-01-30,2026-03-31,2026-03-24,53,42.48979591836735,27635.63102040816,1.8052947646882842,60,1
